epoch,train_loss,val_loss,val_accuracy,val_f1_macro,val_precision_macro,val_recall_macro,lr
1,1.3630364635684071,1.440282669192085,0.5628891656288917,0.48841015571614677,0.47174662644089604,0.5391847591446568,0.001
2,1.020363200693442,1.211846290831251,0.4806973848069738,0.469071394701394,0.601559336068662,0.4884080919116237,0.001
3,0.8272373457718786,0.7905686958640776,0.7247820672478207,0.7203395590546429,0.7588864262072006,0.7144480846995582,0.001
4,0.7696277164745479,0.6718713917292812,0.7646326276463262,0.7630733339862221,0.7923988210800023,0.7536646366038242,0.001
5,0.7064802172395341,0.6348595891616413,0.7496886674968867,0.7473220733514851,0.773826729226035,0.7516172553056141,0.001
6,0.6631253894343161,0.581745205936515,0.788293897882939,0.7863431041153461,0.8082562562774687,0.780729647930795,0.001
7,0.6261749707521584,0.527656720628774,0.7982565379825654,0.7964126640178316,0.8077965768359558,0.7970702371818179,0.001
8,0.5841858938174151,0.5760521970383109,0.772104607721046,0.7692110571330055,0.7862747936458975,0.7751863963220609,0.001
9,0.5516090173141026,0.5681446613291578,0.7858032378580324,0.7840322419793353,0.8074543711556641,0.7849404431456346,0.001
10,0.5375706512672164,0.45617970657229867,0.8231631382316313,0.8195344320586259,0.8375659096298532,0.8154673685110427,0.001
11,0.5210403188020223,0.5371236672733968,0.7745952677459527,0.7599319011326242,0.8109268242859716,0.7567894390808666,0.001
12,0.5031616862417194,0.45560725907311495,0.8194271481942715,0.8206889428509685,0.8389325952353246,0.8145519847213917,0.001
13,0.4926006736688629,0.4516566540503116,0.8244084682440846,0.8210362941596987,0.8374051646673701,0.8181109906005319,0.001
14,0.46459303330485224,0.48886844448067923,0.8281444582814446,0.8262680793241388,0.8647152944560205,0.8137702860764501,0.001
15,0.47996545281046843,0.3750378467968362,0.8605230386052304,0.8592909168535074,0.8606154871687999,0.8591906947430129,0.001
16,0.4363423047132477,0.3646381976521327,0.8518057285180572,0.8525797474669018,0.8541509709110446,0.8521618230198585,0.001
17,0.4324461000796239,0.41676300342843065,0.8493150684931506,0.8473913379088381,0.8846302638048646,0.8385052035715793,0.001
18,0.4239139568750076,0.3782268827444738,0.8505603985056039,0.8486703980328885,0.8598918955691499,0.8471654006627987,0.001
19,0.40101605953176506,0.450635182173693,0.8194271481942715,0.8125474583971111,0.8486760465229036,0.8046490813829938,0.001
20,0.41296407385710426,0.367750409085902,0.8555417185554172,0.856071090634891,0.861727760262865,0.8591934914002655,0.001
21,0.3894094838556568,0.37790053652815175,0.8605230386052304,0.8595735608337339,0.8667601923562976,0.8629130487602896,0.001
22,0.3916829882847206,0.3249389157998161,0.8804483188044832,0.8795189938643018,0.888332293162132,0.8798078994827495,0.001
23,0.37334109510455865,0.5724531917613589,0.800747198007472,0.7880753153582545,0.8537161917037631,0.7840703709885565,0.001
24,0.36269395737032495,0.35407195318661916,0.8767123287671232,0.8760601247161967,0.8837478106570849,0.8750302757832943,0.001
25,0.3681583002881722,0.35614425276091805,0.8742216687422167,0.8725038326161728,0.8855938863949187,0.871559984093175,0.001
26,0.34510905638823797,0.38787820910661486,0.8468244084682441,0.843125391700488,0.8573873327860027,0.8432044989060845,0.001
27,0.3389603096997571,0.3397458650422274,0.8767123287671232,0.873989506356288,0.8820034189606666,0.8739164434233183,0.001
28,0.3332400217026611,0.35003271106755823,0.8704856787048568,0.8685189004248688,0.8713431152863056,0.8738106182556958,0.0005
29,0.27267490447865306,0.3189436459593744,0.8792029887920298,0.8767323599228776,0.894314550306475,0.873261779760322,0.0005
30,0.24634303650811523,0.265635748835139,0.8941469489414695,0.8942333895023206,0.898666900985263,0.8919019042337994,0.0005
31,0.24202218684215754,0.26335172084998687,0.8966376089663761,0.8968070746793678,0.9005493012400168,0.8953859922664205,0.0005
32,0.23566515943496075,0.34526740652793186,0.8866749688667497,0.8849289708894181,0.8996105799374862,0.8865278474427486,0.0005
33,0.22386089128385622,0.26631111553307635,0.8991282689912827,0.8979451984501774,0.9022981988563717,0.897184969764391,0.0005
34,0.21123945917441722,0.26473718125197415,0.9165628891656289,0.915281088480803,0.9261221653770925,0.9118070787514256,0.0005
35,0.20579128889004883,0.24497874929647367,0.9090909090909091,0.9073238433011911,0.9111793730347332,0.9052905614933561,0.0005
36,0.20049628731251504,0.3764611960424674,0.8729763387297634,0.8698972989715836,0.8976320182467227,0.8638541033030874,0.0005
37,0.21935515699916827,0.27564255334204935,0.8966376089663761,0.8956783060275457,0.9052578097889447,0.8911313761482044,0.0005
38,0.2030355640138104,0.28169102155966486,0.8941469489414695,0.8934208021980392,0.9039309127815931,0.8909865225867701,0.0005
39,0.20107677906149096,0.2509000759237187,0.9028642590286425,0.9012239395720915,0.9006506051341852,0.9038851038282439,0.0005
40,0.19794908048205576,0.29808070907525247,0.8978829389788294,0.8960322019585186,0.9049345541460643,0.8938334961011781,0.00025
41,0.16998871915262556,0.2906729163131404,0.9016189290161893,0.9000378903674566,0.9069993024919659,0.8993498620901406,0.00025
42,0.14467696363039745,0.2709985508844152,0.912826899128269,0.9112154021204342,0.9142132764158448,0.912178854185794,0.00025
43,0.15524075036378893,0.2540259639368506,0.9178082191780822,0.9167465371533821,0.9194341278817577,0.9163170862955973,0.00025
44,0.15664746053574802,0.2663150848889669,0.9103362391033624,0.9088072993148335,0.9146930841663382,0.9071186074071725,0.00025
45,0.13619823405058537,0.27687926116691736,0.9153175591531756,0.9139728853768843,0.9183514553064057,0.9152660263298238,0.00025
46,0.12746514030044223,0.2604164266695702,0.9115815691158157,0.9103018809485226,0.913369217475938,0.910995430537376,0.00025
47,0.12189058244552806,0.25076515744741806,0.9140722291407223,0.9133652219071682,0.9201692486118128,0.9100574383369484,0.00025
48,0.12923867645475023,0.25732681967270504,0.9215442092154421,0.9201081113361929,0.9266848416374257,0.9177038613689339,0.00025
49,0.12058644555682899,0.24098164443570916,0.9227895392278954,0.9222168378006053,0.9246295380800976,0.922330864640075,0.00025
50,0.12156976697094518,0.24793859907728358,0.9215442092154421,0.9206116789357075,0.9242612028381908,0.9218345835889302,0.00025
51,0.11573198925164958,0.25518068436476743,0.9165628891656289,0.916588569757941,0.9239103835027507,0.9126020562956768,0.00025
52,0.1250906151523857,0.25176465787001984,0.9178082191780822,0.9168592132212054,0.9209972886310972,0.9165316104224843,0.00025
53,0.11935805191009263,0.30298611616991533,0.9103362391033624,0.9092934887365317,0.9190636612521628,0.9079995796175805,0.00025
54,0.11787254115100226,0.2522064146020648,0.9178082191780822,0.9171322718631257,0.9234733893557424,0.913763654125972,0.00025
55,0.11768764645371059,0.23484824385136557,0.9165628891656289,0.9157948314604759,0.9188674805951322,0.9146450666451834,0.000125
56,0.08981779139795996,0.25371627224053855,0.9240348692403487,0.9236312136674639,0.9274666003051572,0.9234488922537576,0.000125
57,0.10234519551460332,0.22893010486727164,0.9227895392278954,0.9219660952914295,0.9239898903329985,0.9219488763983554,0.000125
58,0.09360508915054297,0.22579011264034451,0.9277708592777086,0.9266584889728279,0.9301479353004376,0.9253449578428425,0.000125
59,0.08847912712888807,0.25582230215136004,0.9190535491905355,0.9179835872371193,0.923860658670373,0.9163293110249253,0.000125
60,0.09511110028990691,0.2314913992854718,0.9240348692403487,0.9230011162438723,0.9250834646200117,0.9237976168259243,0.000125
61,0.07628628287122557,0.240874735117258,0.9215442092154421,0.9201074451098498,0.9229604101358341,0.919597743626289,0.000125
62,0.08690095647219366,0.25117009181899264,0.9165628891656289,0.9154733473538557,0.9187847747358158,0.9148893646461815,0.000125
63,0.08349082095441329,0.23998760777996195,0.9277708592777086,0.9267899628326658,0.9316544500188064,0.9254034557063271,0.000125
